"SiteCodeKey","SysCode","InvEventKey","InvYear","InvGear"
"1","CB13-0001","CBay","invPFeth-CB13-0001-aug",2013,"PONARfull"
"2","CB13-0002","CBay","invPFeth-CB13-0002-aug",2013,"PONARfull"
"3","CB13-0003","CBay","invPFeth-CB13-0003-aug",2013,"PONARfull"
"4","CB13-0004","CBay","invPFeth-CB13-0004-aug",2013,"PONARfull"
"5","CB13-0005","CBay","invPFeth-CB13-0005-aug",2013,"PONARfull"
"6","CB13-0006","CBay","invPFeth-CB13-0006-aug",2013,"PONARfull"
"7","CB13-0007","CBay","invPFeth-CB13-0007-aug",2013,"PONARfull"
"8","CB13-0008","CBay","invBSeth-CB13-0008-aug",2013,"benthicsled"
"9","CB13-0008","CBay","invPFeth-CB13-0008-aug",2013,"PONARfull"
"10","CB13-0009","CBay","invPFeth-CB13-0009-aug",2013,"PONARfull"
"11","CB13-0010","CBay","invPFeth-CB13-0010-aug",2013,"PONARfull"
"12","CB13-0011","CBay","invPFeth-CB13-0011-aug",2013,"PONARfull"
"13","CB13-0012","CBay",NA,NA,NA
"14","CB13-0013","CBay","invPFeth-CB13-0013-aug",2013,"PONARfull"
"15","CB13-0014","CBay","invPFeth-CB13-0014-aug",2013,"PONARfull"
"16","CB13-0015","CBay","invPFeth-CB13-0015-aug",2013,"PONARfull"
"17","CB13-0016","CBay","invPFeth-CB13-0016-aug",2013,"PONARfull"
"18","CB13-0017","CBay","invPFeth-CB13-0017-aug",2013,"PONARfull"
"19","CB13-0018","CBay","invPFeth-CB13-0018-aug",2013,"PONARfull"
"20","CB13-0019","CBay","invPFeth-CB13-0019-aug",2013,"PONARfull"
"21","CB13-0020","CBay","invPFeth-CB13-0020-aug",2013,"PONARfull"
"22","CB13-0021","CBay","invPFeth-CB13-0021-aug",2013,"PONARfull"
"23","CB13-0022","CBay","invPFeth-CB13-0022-aug",2013,"PONARfull"
"24","CB13-0023","CBay","invPFeth-CB13-0023-aug",2013,"PONARfull"
"25","CB13-0024","CBay","invPFeth-CB13-0024-aug",2013,"PONARfull"
"26","CB13-0025","CBay","invPFeth-CB13-0025-aug",2013,"PONARfull"
"27","CB13-0026","CBay","invPFeth-CB13-0026-aug",2013,"PONARfull"
"28","CB13-0027","CBay","invPFeth-CB13-0027-aug",2013,"PONARfull"
"29","CB13-0028","CBay","invPFeth-CB13-0028-aug",2013,"PONARfull"
"30","CB13-0029","CBay","invPFeth-CB13-0029-aug",2013,"PONARfull"
"31","CB13-0030","CBay","invPFeth-CB13-0030-aug",2013,"PONARfull"
"32","CB13-0031","CBay","invPFeth-CB13-0031-aug",2013,"PONARfull"
"33","CB13-0032","CBay","invPFeth-CB13-0032-aug",2013,"PONARfull"
"34","CB13-0033","CBay","invPFeth-CB13-0033-aug",2013,"PONARfull"
"35","CB13-0034","CBay","invPFeth-CB13-0034-aug",2013,"PONARfull"
"36","CB13-0035","CBay","invPFeth-CB13-0035-aug",2013,"PONARfull"
"37","CB13-0036","CBay",NA,NA,NA
"38","CB13-0037","CBay","invPFeth-CB13-0037-aug",2013,"PONARfull"
"39","CB13-0038","CBay","invPFeth-CB13-0038-aug",2013,"PONARfull"
"40","CB13-0039","CBay","invPFeth-CB13-0039-aug",2013,"PONARfull"
"41","CB13-0040","CBay","invPFeth-CB13-0040-aug",2013,"PONARfull"
"42","CB13-0041","CBay","invPFeth-CB13-0041-aug",2013,"PONARfull"
"43","CB13-0042","CBay","invPFeth-CB13-0042-aug",2013,"PONARfull"
"44","CB13-0043","CBay",NA,NA,NA
"45","CB13-0044","CBay","invZTeth-CB13-0044-aug",2013,"zooptow"
"46","CB13-0044","CBay","invPFeth-CB13-0044-aug",2013,"PONARfull"
"47","CB13-0045","CBay","invBSeth-CB13-0045-aug",2013,"benthicsled"
"48","CB13-0045","CBay","invPFeth-CB13-0045-aug",2013,"PONARfull"
"49","CB13-0046","CBay","invZTeth-CB13-0046-aug",2013,"zooptow"
"50","CB13-0046","CBay","invPFeth-CB13-0046-aug",2013,"PONARfull"
"51","CB13-0047","CBay","invPFeth-CB13-0047-aug",2013,"PONARfull"
"52","CB13-0048","CBay","invPFeth-CB13-0048-aug",2013,"PONARfull"
"53","CB13-0049","CBay","invPFeth-CB13-0049-aug",2013,"PONARfull"
"54","CB13-0050","CBay","invPFeth-CB13-0050-aug",2013,"PONARfull"
"55","CB13-0051","CBay","invPFeth-CB13-0051-aug",2013,"PONARfull"
"56","CB13-0052","CBay","invPFeth-CB13-0052-aug",2013,"PONARfull"
"57","CB13-0053","CBay","invPFeth-CB13-0053-aug",2013,"PONARfull"
"58","CB13-0054","CBay","invPFeth-CB13-0054-aug",2013,"PONARfull"
"59","CB13-0054","CBay","invBSeth-CB13-0054-aug",2013,"benthicsled"
"60","CB13-0055","CBay","invPFeth-CB13-0055-aug",2013,"PONARfull"
"61","CB13-0056","CBay","invPFeth-CB13-0056-aug",2013,"PONARfull"
"62","CB13-0057","CBay","invPFeth-CB13-0057-aug",2013,"PONARfull"
"63","CB13-0058","CBay","invPFeth-CB13-0058-aug",2013,"PONARfull"
"64","CB13-0059","CBay","invPFeth-CB13-0059-aug",2013,"PONARfull"
"65","CB13-0059","CBay","invZTeth-CB13-0059-aug",2013,"zooptow"
"66","CB13-0060","CBay","invPFeth-CB13-0060-aug",2013,"PONARfull"
"67","CB13-0061","CBay","invPFeth-CB13-0061-aug",2013,"PONARfull"
"68","CB13-0062","CBay","invPFeth-CB13-0062-aug",2013,"PONARfull"
"69","CB13-0063","CBay","invPFeth-CB13-0063-aug",2013,"PONARfull"
"70","CB13-0064","CBay","invPFeth-CB13-0064-aug",2013,"PONARfull"
"71","CB13-0065","CBay","invPFeth-CB13-0065-aug",2013,"PONARfull"
"72","CB13-0066","CBay","invPFeth-CB13-0066-aug",2013,"PONARfull"
"73","CB13-0067","CBay","invPFeth-CB13-0067-aug",2013,"PONARfull"
"74","CB13-0068","CBay","invPFeth-CB13-0068-aug",2013,"PONARfull"
"75","CB13-0069","CBay","invPFeth-CB13-0069-aug",2013,"PONARfull"
"76","CB13-0070","CBay","invPFeth-CB13-0070-aug",2013,"PONARfull"
"77","CB13-0072","CBay","invPFeth-CB13-0072-aug",2013,"PONARfull"
"78","CB13-0073","CBay","invPFeth-CB13-0073-aug",2013,"PONARfull"
"79","CB13-0074","CBay","invPFeth-CB13-0074-aug",2013,"PONARfull"
"80","CB13-0075","CBay","invPFeth-CB13-0075-aug",2013,"PONARfull"
"81","CB13-0076","CBay","invPFeth-CB13-0076-aug",2013,"PONARfull"
"82","CB13-0077","CBay","invPFeth-CB13-0077-aug",2013,"PONARfull"
"83","CB13-0079","CBay","invPFeth-CB13-0079-aug",2013,"PONARfull"
"84","CB13-0083","CBay","invPFeth-CB13-0083-aug",2013,"PONARfull"
"85","CB13-0084","CBay","invPFeth-CB13-0084-aug",2013,"PONARfull"
"86","CB13-0085","CBay","invPFeth-CB13-0085-aug",2013,"PONARfull"
"87","CB13-0086","CBay","invPFeth-CB13-0086-aug",2013,"PONARfull"
"88","CB13-0086","CBay","invBSeth-CB13-0086-aug",2013,"benthicsled"
"89","CB13-0087","CBay","invPFeth-CB13-0087-aug",2013,"PONARfull"
"90","CB13-0088","CBay","invPFeth-CB13-0088-aug",2013,"PONARfull"
"91","CB13-0090","CBay","invPFeth-CB13-0090-aug",2013,"PONARfull"
"92","CB13-0091","CBay","invPFeth-CB13-0091-aug",2013,"PONARfull"
"93","CB13-0092","CBay","invPFeth-CB13-0092-aug",2013,"PONARfull"
"94","CB13-0093","CBay","invPFeth-CB13-0093-aug",2013,"PONARfull"
"95","CB13-0094","CBay","invPFeth-CB13-0094-aug",2013,"PONARfull"
"96","CB13-0095","CBay","invPFeth-CB13-0095-aug",2013,"PONARfull"
"97","CB13-0097","CBay","invBSeth-CB13-0097-aug",2013,"benthicsled"
"98","CB13-0097","CBay","invPFeth-CB13-0097-aug",2013,"PONARfull"
"99","CB13-0100","CBay","invPFeth-CB13-0100-aug",2013,"PONARfull"
"100","CB13-0101","CBay","invPFeth-CB13-0101-aug",2013,"PONARfull"
"101","CB13-0102","CBay","invPFeth-CB13-0102-aug",2013,"PONARfull"
"102","CB13-0104","CBay","invPFeth-CB13-0104-aug",2013,"PONARfull"
"103","CB13-0105","CBay","invPFeth-CB13-0105-aug",2013,"PONARfull"
"104","CB13-0107","CBay","invPFeth-CB13-0107-aug",2013,"PONARfull"
"105","CB13-0109","CBay","invPFeth-CB13-0109-aug",2013,"PONARfull"
"106","CB13-0111","CBay","invPFeth-CB13-0111-aug",2013,"PONARfull"
"107","CB13-0113","CBay","invPFeth-CB13-0113-aug",2013,"PONARfull"
"108","CB13-0114","CBay","invPFeth-CB13-0114-aug",2013,"PONARfull"
"109","CB13-0115","CBay","invPFeth-CB13-0115-aug",2013,"PONARfull"
"110","CB13-0116","CBay","invPFeth-CB13-0116-aug",2013,"PONARfull"
"111","CB13-0117","CBay","invPFeth-CB13-0117-aug",2013,"PONARfull"
"112","CB13-0118","CBay","invPFeth-CB13-0118-aug",2013,"PONARfull"
"113","CB13-0120","CBay","invPFeth-CB13-0120-aug",2013,"PONARfull"
"114","CB13-0121","CBay","invPFeth-CB13-0121-aug",2013,"PONARfull"
"115","CB13-0123","CBay","invPFeth-CB13-0123-aug",2013,"PONARfull"
"116","CB13-0126","CBay","invPFeth-CB13-0126-aug",2013,"PONARfull"
"117","CB13-0127","CBay","invPFeth-CB13-0127-aug",2013,"PONARfull"
"118","CB13-0129","CBay","invPFeth-CB13-0129-aug",2013,"PONARfull"
"119","CB13-0135","CBay","invPFeth-CB13-0135-aug",2013,"PONARfull"
"120","CB13-0136","CBay","invPFeth-CB13-0136-aug",2013,"PONARfull"
"121","CB13-0138","CBay","invPFeth-CB13-0138-aug",2013,"PONARfull"
"122","CB13-0139","CBay","invPFeth-CB13-0139-aug",2013,"PONARfull"
"123","CB13-0140","CBay","invPFeth-CB13-0140-aug",2013,"PONARfull"
"124","CB13-0141","CBay","invPFeth-CB13-0141-aug",2013,"PONARfull"
"125","CB13-0143","CBay","invPFeth-CB13-0143-aug",2013,"PONARfull"
"126","CB13-0144","CBay","invPFeth-CB13-0144-aug",2013,"PONARfull"
"127","CB13-0145","CBay","invPFeth-CB13-0145-aug",2013,"PONARfull"
"128","CB13-0147","CBay","invPFeth-CB13-0147-aug",2013,"PONARfull"
"129","CB13-0149","CBay","invBSeth-CB13-0149-aug",2013,"benthicsled"
"130","CB13-0149","CBay","invPFeth-CB13-0149-aug",2013,"PONARfull"
"131","CB13-0150","CBay","invPFeth-CB13-0150-aug",2013,"PONARfull"
"132","CB13-0152","CBay","invPFeth-CB13-0152-aug",2013,"PONARfull"
"133","CB13-0153","CBay","invPFeth-CB13-0153-aug",2013,"PONARfull"
"134","CB13-0155","CBay","invPFeth-CB13-0155-aug",2013,"PONARfull"
"135","CB13-0156","CBay","invPFeth-CB13-0156-aug",2013,"PONARfull"
"136","CB13-0157","CBay","invPFeth-CB13-0157-aug",2013,"PONARfull"
"137","CB13-0158","CBay","invPFeth-CB13-0158-aug",2013,"PONARfull"
"138","CB13-0160","CBay",NA,NA,NA
"139","CB13-0161","CBay","invPFeth-CB13-0161-aug",2013,"PONARfull"
"140","CB13-0162","CBay","invPFeth-CB13-0162-aug",2013,"PONARfull"
"141","CB13-0164","CBay","invPFeth-CB13-0164-aug",2013,"PONARfull"
"142","CB13-0166","CBay","invPFeth-CB13-0166-aug",2013,"PONARfull"
"143","CB13-0167","CBay","invPFeth-CB13-0167-aug",2013,"PONARfull"
"144","CB13-0168","CBay","invPFeth-CB13-0168-aug",2013,"PONARfull"
"145","CB13-0171","CBay","invPFeth-CB13-0171-aug",2013,"PONARfull"
"146","CB13-0172","CBay","invPFeth-CB13-0172-aug",2013,"PONARfull"
"147","CB13-0174","CBay","invPFeth-CB13-0174-aug",2013,"PONARfull"
"148","CB13-0175","CBay","invPFeth-CB13-0175-aug",2013,"PONARfull"
"149","CB13-0176","CBay","invPFeth-CB13-0176-aug",2013,"PONARfull"
"150","CB13-0177","CBay","invPFeth-CB13-0177-aug",2013,"PONARfull"
"151","CB13-0179","CBay","invPFeth-CB13-0179-aug",2013,"PONARfull"
"152","CB13-0180","CBay","invPFeth-CB13-0180-aug",2013,"PONARfull"
"153","CB13-0182","CBay","invPFeth-CB13-0182-aug",2013,"PONARfull"
"154","CB13-0185","CBay","invPFeth-CB13-0185-aug",2013,"PONARfull"
"155","CB13-0193","CBay","invPFeth-CB13-0193-aug",2013,"PONARfull"
"156","CB13-0197","CBay","invPFeth-CB13-0197-aug",2013,"PONARfull"
"157","CB13-0200","CBay","invPFeth-CB13-0200-aug",2013,"PONARfull"
"158","CB13-0200","CBay","invBSeth-CB13-0200-aug",2013,"benthicsled"
"159","CB13-0202","CBay","invPFeth-CB13-0202-aug",2013,"PONARfull"
"160","CB13-0204","CBay","invPFeth-CB13-0204-aug",2013,"PONARfull"
"161","CB13-0205","CBay","invPFeth-CB13-0205-aug",2013,"PONARfull"
"162","CB13-0207","CBay","invPFeth-CB13-0207-aug",2013,"PONARfull"
"163","CB13-0209","CBay","invPFeth-CB13-0209-aug",2013,"PONARfull"
"164","CB13-0212","CBay","invPFeth-CB13-0212-aug",2013,"PONARfull"
"165","CB13-0213","CBay","invPFeth-CB13-0213-aug",2013,"PONARfull"
"166","CB13-0224","CBay","invPFeth-CB13-0224-aug",2013,"PONARfull"
"167","CB13-0231","CBay","invPFeth-CB13-0231-aug",2013,"PONARfull"
"168","CB13-0235","CBay","invPFeth-CB13-0235-aug",2013,"PONARfull"
"169","CB13-0238","CBay","invPFeth-CB13-0238-aug",2013,"PONARfull"
"170","CB13-0240","CBay","invPFeth-CB13-0240-aug",2013,"PONARfull"
"171","CB13-0244","CBay","invPFeth-CB13-0244-aug",2013,"PONARfull"
"172","CB13-0257","CBay","invPFeth-CB13-0257-aug",2013,"PONARfull"
"173","CB13-0264","CBay","invPFeth-CB13-0264-aug",2013,"PONARfull"
"174","CB13-0265","CBay","invPFeth-CB13-0265-aug",2013,"PONARfull"
"175","CB13-0268","CBay","invPFeth-CB13-0268-aug",2013,"PONARfull"
"176","CB13-0268","CBay","invBSeth-CB13-0268-aug",2013,"benthicsled"
"177","CB13-0269","CBay","invPFeth-CB13-0269-aug",2013,"PONARfull"
"178","CB13-0273","CBay","invPFeth-CB13-0273-aug",2013,"PONARfull"
"179","CB13-0277","CBay","invPFeth-CB13-0277-aug",2013,"PONARfull"
"180","CB13-0280","CBay","invPFeth-CB13-0280-aug",2013,"PONARfull"
"181","CB13-0285","CBay","invPFeth-CB13-0285-aug",2013,"PONARfull"
"182","CB13-0288","CBay","invPFeth-CB13-0288-aug",2013,"PONARfull"
"183","CB13-0293","CBay","invPFeth-CB13-0293-aug",2013,"PONARfull"
"184","CB13-0293","CBay","invBSeth-CB13-0293-aug",2013,"benthicsled"
"185","CB13-0296","CBay","invPFeth-CB13-0296-aug",2013,"PONARfull"
"186","CB13-0308","CBay","invPFeth-CB13-0308-aug",2013,"PONARfull"
"187","CB13-0309","CBay","invPFeth-CB13-0309-aug",2013,"PONARfull"
"188","CB13-0318","CBay","invPFeth-CB13-0318-aug",2013,"PONARfull"
"189","CB13-0325","CBay","invPFeth-CB13-0325-aug",2013,"PONARfull"
"190","CB13-0328","CBay","invPFeth-CB13-0328-aug",2013,"PONARfull"
"191","CB13-0341","CBay","invPFeth-CB13-0341-aug",2013,"PONARfull"
"192","CB13-0342","CBay","invPFeth-CB13-0342-aug",2013,"PONARfull"
"193","CB13-0344","CBay","invPFeth-CB13-0344-aug",2013,"PONARfull"
"194","CB13-0349","CBay","invPFeth-CB13-0349-aug",2013,"PONARfull"
"195","CB13-0350","CBay","invPFeth-CB13-0350-aug",2013,"PONARfull"
"196","CB13-0351","CBay","invBSeth-CB13-0351-aug",2013,"benthicsled"
"197","CB13-0351","CBay","invPFeth-CB13-0351-aug",2013,"PONARfull"
"198","CB13-0353","CBay","invPFeth-CB13-0353-aug",2013,"PONARfull"
"199","CB13-0356","CBay","invPFeth-CB13-0356-aug",2013,"PONARfull"
"200","CB13-0385","CBay","invPFeth-CB13-0385-aug",2013,"PONARfull"
"201","CB13-0404","CBay","invPFeth-CB13-0404-aug",2013,"PONARfull"
"202","CB13-0417","CBay","invPFeth-CB13-0417-aug",2013,"PONARfull"
"203","CB13-0420","CBay","invPFeth-CB13-0420-aug",2013,"PONARfull"
"204","CB13-1501","CBay","invPFeth-CB13-1501-aug",2013,"PONARfull"
"205","CB13-1503","CBay","invPFeth-CB13-1503-aug",2013,"PONARfull"
"206","CB13-1504","CBay","invPFeth-CB13-1504-aug",2013,"PONARfull"
"207","CB13-1505","CBay","invPFeth-CB13-1505-aug",2013,"PONARfull"
"208","CB13-1506","CBay","invPFeth-CB13-1506-aug",2013,"PONARfull"
"209","CB13-1507","CBay","invPFeth-CB13-1507-aug",2013,"PONARfull"
"210","CB13-1508","CBay","invPFeth-CB13-1508-aug",2013,"PONARfull"
"211","CB13-1509","CBay","invPFeth-CB13-1509-aug",2013,"PONARfull"
"212","CB13-1510","CBay","invPFeth-CB13-1510-aug",2013,"PONARfull"
"213","CB13-1511","CBay","invPFeth-CB13-1511-aug",2013,"PONARfull"
"214","CB13-1512","CBay","invPFeth-CB13-1512-aug",2013,"PONARfull"
"215","CB13-1513","CBay","invPFeth-CB13-1513-aug",2013,"PONARfull"
"216","CB13-1514","CBay","invPFeth-CB13-1514-aug",2013,"PONARfull"
"217","CB13-1517","CBay","invPFeth-CB13-1517-aug",2013,"PONARfull"
"218","CB13-1517","CBay","invZTeth-CB13-1517-aug",2013,"zooptow"
"219","CB13-1518","CBay","invPFeth-CB13-1518-aug",2013,"PONARfull"
"220","CB13-1521","CBay","invBSeth-CB13-1521-aug",2013,"benthicsled"
"221","CB13-1521","CBay","invPFeth-CB13-1521-aug",2013,"PONARfull"
"222","CB13-1522","CBay","invPFeth-CB13-1522-aug",2013,"PONARfull"
"223","CB13-1526","CBay","invPFeth-CB13-1526-aug",2013,"PONARfull"
"224","CB13-1527","CBay","invPFeth-CB13-1527-aug",2013,"PONARfull"
"225","CB13-1529","CBay","invPFeth-CB13-1529-aug",2013,"PONARfull"
"226","CB13-1530","CBay","invPFeth-CB13-1530-aug",2013,"PONARfull"
"227","CB13-1532","CBay","invPFeth-CB13-1532-aug",2013,"PONARfull"
"228","CB13-1533","CBay","invPFeth-CB13-1533-aug",2013,"PONARfull"
"229","CB13-1538","CBay","invPFeth-CB13-1538-aug",2013,"PONARfull"
"230","CB13-1540","CBay","invPFeth-CB13-1540-aug",2013,"PONARfull"
"231","CB13-1542","CBay","invPFeth-CB13-1542-aug",2013,"PONARfull"
"232","CB13-1545","CBay","invPFeth-CB13-1545-aug",2013,"PONARfull"
"233","CB13-1546","CBay",NA,NA,NA
"234","CB13-1547","CBay",NA,NA,NA
"235","CB13-1549","CBay","invPFeth-CB13-1549-aug",2013,"PONARfull"
"236","CB13-1549","CBay","invBSeth-CB13-1549-aug",2013,"benthicsled"
"237","CB13-1550","CBay","invPFeth-CB13-1550-aug",2013,"PONARfull"
"238","CB13-1551","CBay","invPFeth-CB13-1551-aug",2013,"PONARfull"
"239","CB13-1552","CBay","invPFeth-CB13-1552-aug",2013,"PONARfull"
"240","CB13-1553","CBay","invPFeth-CB13-1553-aug",2013,"PONARfull"
"241","CB13-1554","CBay","invPFeth-CB13-1554-aug",2013,"PONARfull"
"242","CB13-1555","CBay","invPFeth-CB13-1555-aug",2013,"PONARfull"
"243","CB13-1555","CBay","invZTeth-CB13-1555-aug",2013,"zooptow"
"244","CB13-1557","CBay","invPFeth-CB13-1557-aug",2013,"PONARfull"
"245","CB13-1559","CBay","invPFeth-CB13-1559-aug",2013,"PONARfull"
"246","CB13-1560","CBay","invBSeth-CB13-1560-aug",2013,"benthicsled"
"247","CB13-1560","CBay","invPFeth-CB13-1560-aug",2013,"PONARfull"
"248","CB13-1562","CBay","invPFeth-CB13-1562-aug",2013,"PONARfull"
"249","CB13-1563","CBay","invPFeth-CB13-1563-aug",2013,"PONARfull"
"250","CB13-1564","CBay","invPFeth-CB13-1564-aug",2013,"PONARfull"
"251","CB13-1565","CBay","invPFeth-CB13-1565-aug",2013,"PONARfull"
"252","CB13-1570","CBay","invPFeth-CB13-1570-aug",2013,"PONARfull"
"253","CB13-1571","CBay","invPFeth-CB13-1571-aug",2013,"PONARfull"
"254","CB13-1572","CBay","invPFeth-CB13-1572-aug",2013,"PONARfull"
"255","CB13-1573","CBay","invPFeth-CB13-1573-aug",2013,"PONARfull"
"256","CB13-1574","CBay","invPFeth-CB13-1574-aug",2013,"PONARfull"
"257","CB13-1575","CBay","invPFeth-CB13-1575-aug",2013,"PONARfull"
"258","CB13-1578","CBay","invPFeth-CB13-1578-aug",2013,"PONARfull"
"259","CB13-1579","CBay","invPFeth-CB13-1579-aug",2013,"PONARfull"
"260","CB13-1580","CBay","invPFeth-CB13-1580-aug",2013,"PONARfull"
"261","CB13-1581","CBay","invPFeth-CB13-1581-aug",2013,"PONARfull"
"262","CB13-1585","CBay","invPFeth-CB13-1585-aug",2013,"PONARfull"
"263","CB13-1587","CBay","invPFeth-CB13-1587-aug",2013,"PONARfull"
"264","CB13-1589","CBay","invPFeth-CB13-1589-aug",2013,"PONARfull"
"265","CB13-1591","CBay","invPFeth-CB13-1591-aug",2013,"PONARfull"
"266","CB13-1593","CBay","invPFeth-CB13-1593-aug",2013,"PONARfull"
"267","CB13-1594","CBay","invPFeth-CB13-1594-aug",2013,"PONARfull"
"268","CB13-1595","CBay","invPFeth-CB13-1595-aug",2013,"PONARfull"
"269","CB13-1598","CBay","invPFeth-CB13-1598-aug",2013,"PONARfull"
"270","CB13-1599","CBay","invPFeth-CB13-1599-aug",2013,"PONARfull"
"271","CB13-1600","CBay","invBSeth-CB13-1600-aug",2013,"benthicsled"
"272","CB13-1600","CBay","invPFeth-CB13-1600-aug",2013,"PONARfull"
"273","CB13-1601","CBay",NA,NA,NA
"274","CB13-1603","CBay","invPFeth-CB13-1603-aug",2013,"PONARfull"
"275","CB13-1604","CBay","invPFeth-CB13-1604-aug",2013,"PONARfull"
"276","CB13-1605","CBay","invPFeth-CB13-1605-aug",2013,"PONARfull"
"277","CB13-1607","CBay","invPFeth-CB13-1607-aug",2013,"PONARfull"
"278","CB13-1609","CBay","invPFeth-CB13-1609-aug",2013,"PONARfull"
"279","CB13-1613","CBay","invPFeth-CB13-1613-aug",2013,"PONARfull"
"280","CB13-1614","CBay","invPFeth-CB13-1614-aug",2013,"PONARfull"
"281","CB13-1615","CBay","invPFeth-CB13-1615-aug",2013,"PONARfull"
"282","CB13-1616","CBay",NA,NA,NA
"283","CB13-1617","CBay","invPFeth-CB13-1617-aug",2013,"PONARfull"
"284","CB13-1618","CBay","invPFeth-CB13-1618-aug",2013,"PONARfull"
"285","CB13-1619","CBay","invPFeth-CB13-1619-aug",2013,"PONARfull"
"286","CB13-1622","CBay","invPFeth-CB13-1622-aug",2013,"PONARfull"
"287","CB13-1625","CBay","invPFeth-CB13-1625-aug",2013,"PONARfull"
"288","CB13-1626","CBay","invPFeth-CB13-1626-aug",2013,"PONARfull"
"289","CB13-1627","CBay","invPFeth-CB13-1627-aug",2013,"PONARfull"
"290","CB13-1628","CBay","invPFeth-CB13-1628-aug",2013,"PONARfull"
"291","CB13-1629","CBay","invPFeth-CB13-1629-aug",2013,"PONARfull"
"292","CB13-1631","CBay","invPFeth-CB13-1631-aug",2013,"PONARfull"
"293","CB13-1633","CBay","invPFeth-CB13-1633-aug",2013,"PONARfull"
"294","CB13-1634","CBay","invPFeth-CB13-1634-aug",2013,"PONARfull"
"295","CB13-1637","CBay","invPFeth-CB13-1637-aug",2013,"PONARfull"
"296","CB13-1640","CBay","invPFeth-CB13-1640-aug",2013,"PONARfull"
"297","CB13-1644","CBay","invPFeth-CB13-1644-aug",2013,"PONARfull"
"298","CB13-1649","CBay","invPFeth-CB13-1649-aug",2013,"PONARfull"
"299","CB13-1651","CBay","invPFeth-CB13-1651-aug",2013,"PONARfull"
"300","CB13-1652","CBay","invPFeth-CB13-1652-aug",2013,"PONARfull"
"301","CB13-1656","CBay","invPFeth-CB13-1656-aug",2013,"PONARfull"
"302","CB13-Z1","LSup","invZTeth-CB13-Z1-aug",2013,"zooptow"
"303","CB13-Z2","LSup","invZTeth-CB13-Z2-aug",2013,"zooptow"
"304","CB13-Z3","LSup","invZTeth-CB13-Z3-aug",2013,"zooptow"
"305","CB13-Z4","LSup","invZTeth-CB13-Z4-aug",2013,"zooptow"
"306","CB13-Z5","LSup","invZTeth-CB13-Z5-aug",2013,"zooptow"
"307","IR12-001","IR","invHDfor-IR12-001-aug",2012,"hesterdendy"
"308","IR12-001","IR","invPFfor-IR12-001-aug",2012,"PONARfull"
"309","IR12-001","IR","invPFeth-IR12-001-aug",2012,"PONARfull"
"310","IR12-002","IR","invPFeth-IR12-002-jul",2012,"PONARfull"
"311","IR12-002","IR","invPFfor-IR12-002-aug",2012,"PONARfull"
"312","IR12-002","IR","invRBeth-IR12-002-aug",2012,"rockbag"
"313","IR12-002","IR","invPFeth-IR12-002-aug",2012,"PONARfull"
"314","IR12-002","IR","invPFfor-IR12-002-jul",2012,"PONARfull"
"315","IR12-002","IR","invHDfor-IR12-002-aug",2012,"hesterdendy"
"316","IR12-002","IR","invRBfor-IR12-002-aug",2012,"rockbag"
"317","IR12-002","IR","invHDeth-IR12-002-aug",2012,"hesterdendy"
"318","IR12-003","IR","invHDfor-IR12-003-aug",2012,"hesterdendy"
"319","IR12-003","IR","invLTeth-IR12-003-aug",2012,"lighttrap"
"320","IR12-004","IR","invZTfor-IR12-004-jul",2012,"zooptow"
"321","IR12-004","IR","invHDfor-IR12-004-aug",2012,"hesterdendy"
"322","IR12-004","IR","invZTeth-IR12-004-jul",2012,"zooptow"
"323","IR12-004","IR","invPFeth-IR12-004-aug",2012,"PONARfull"
"324","IR12-004","IR","invPFfor-IR12-004-aug",2012,"PONARfull"
"325","IR12-005","IR","invHDfor-IR12-005-aug",2012,"hesterdendy"
"326","IR12-005","IR","invRBeth-IR12-005-aug",2012,"rockbag"
"327","IR12-005","IR","invHDeth-IR12-005-aug",2012,"hesterdendy"
"328","IR12-005","IR","invPFfor-IR12-005-aug",2012,"PONARfull"
"329","IR12-005","IR","invRBfor-IR12-005-aug",2012,"rockbag"
"330","IR12-005","IR","invPFeth-IR12-005-jul",2012,"PONARfull"
"331","IR12-005","IR","invPFfor-IR12-005-jul",2012,"PONARfull"
"332","IR12-005","IR","invPFeth-IR12-005-aug",2012,"PONARfull"
"333","IR12-006","IR","invRBfor-IR12-006-aug",2012,"rockbag"
"334","IR12-006","IR","invPFfor-IR12-006-aug",2012,"PONARfull"
"335","IR12-006","IR","invPFeth-IR12-006-aug",2012,"PONARfull"
"336","IR12-007","IR","invHDfor-IR12-007-aug",2012,"hesterdendy"
"337","IR12-007","IR","invLTeth-IR12-007-aug",2012,"lighttrap"
"338","IR12-007","IR","invRBfor-IR12-007-aug",2012,"rockbag"
"339","IR12-007","IR","invHDeth-IR12-007-aug",2012,"hesterdendy"
"340","IR12-008","IR","invRBfor-IR12-008-aug",2012,"rockbag"
"341","IR12-008","IR","invLTeth-IR12-008-aug",2012,"lighttrap"
"342","IR12-009","IR","invPFeth-IR12-009-jul",2012,"PONARfull"
"343","IR12-009","IR","invPFfor-IR12-009-jul",2012,"PONARfull"
"344","IR12-009","IR","invSWeth-IR12-009-jul",2012,"sweepnet"
